target_id,target_name,target_family,predictor,availability_status,reason
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:lungca_date_2104,lungca_date_2104,Cancer,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:oesophagusca_2104,oesophagusca_2104,Cancer,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:oesophagusca_date_2104,oesophagusca_date_2104,Cancer,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:ovarianca_2104,ovarianca_2104,Cancer,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:ovarianca_date_2104,ovarianca_date_2104,Cancer,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_breastca_2104,prior_breastca_2104,Cancer,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_colonca_2104,prior_colonca_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_colonca_2104,prior_colonca_2104,Cancer,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
